content,labels
"அதிமுகவின் இந்த நிலைக்கு காரணம் OPSதான் - நாச்சியாள் சுகந்தி Naam Tamilar Katchi (Political Party) Seeman, leader of Naam Tamilar Katchi All India Anna Dravida Munnetra Kazhagam Edappadi K. Palaniswami Dravida Munnetra Kazhagam (Political Party) Watch Interview :",Opinionated
தேர்தல் பத்திரம் மூலம் நன்கொடை அளித்த மார்டின் கும்பல் செய்த வேலை...,Opinionated
"எடப்பாடி சட்டமன்றத்தில் ஐனவரி 6, 2024 அன்று!! என் மண் என் மக்கள் யாத்திரை நாயகன் திரு அண்ணாமலை Ex IPS அவர்கள் அழைக்கிறார் வாரீர்! வாரீர்!!. Edappadi K. Palaniswami",Positive
நீ ஒரு மயிரும் புடுங்க வேணாம். ஆவுன்னா இந்தி திணிப்பு !!!! நீ உங்கப்பன் Tamil (Short form for Tamil-related content)ிருட்டுதிமுக மாதிரி உருட்டுற.,Opinionated
"ராகுலின் ஒரே கூட்டத்தால் பாஜக காலி.. மீண்டும் மோடி வந்தால் இடஒதுக்கீடு பறிபோகும் : CM ஸ்டாலின் விமர்சனம்! Update News | Dravida Munnetra Kazhagam (Political Party) | Chief Minister Stalin | Indian National Congress | Rahul Gandhi, Indian National Congress leader | Bharatiya Janata Party | Prime Minister Modi | Election Campaign Activities | Indian General Elections 2024 | Tamil News Updates | Update News 360",Opinionated
"Tamil or related contentாங்கிரஸ் Tamil Nadu-relatedாஜக திருநெல்வேலி வேட்பாளர்களை. சம்பவம் செய்த அக்கா சத்யா studio_microphone studio_microphone வாக்குஇயந்திரத்தில் வரிசைஎண் 7 ல் Tamil (Short form for Tamil-related content)ிருநெல்வேலி Voice or soundிவாங்கி Tamil Nadu or related to Tamilைக் Tamil Nadu or Southாம்தமிழர் Tamil Nadu or Southாம்தமிழர்கட்சி Tamil Nadu or Southெல்லை Ourுசின்னம்_ஒலிவாங்கி Mic, symbol of Naam Tamilar Katchi Seeman, leader of Naam Tamilar Katchi Naam Tamilar Katchi (Political Party) Seeman for Tamil Nadu Seeman, symbol of Mic Tirunelveli, Tamil Nadu",Opinionated
"கொள்ளையடிக்கும் அரசியல் வியாதிகளின் அதிகாரத்தை புடுங்குவதன் மூலம் அவர்களுக்கு ஒரு அச்சத்தை ஏற்படுத்தும் ஒரே ஆயுதம் நம் வாக்கு fire fire fire People or related to people்களின்_சின்னம்_மைக் Mic, the symbol representing the voice of the people",Sarcastic
"முதல்வர் ஸ்டாலின் மவுனம் ஏன்? MK Stalin, Chief Minister of Tamil Nadu | | |Pattali Makkal Katchi",Opinionated
"""ஜனநாயகத்தை காக்க, பாசிச பாஜகவை ஆட்சியில் இருந்து அகற்றுவோம்"" நாற்பதும் நமதே! நாடும் நமதே! India Sri (prefix of respect)்டாலின்குரல் two_hearts Chief Minister MK Stalin sparkling_heart ்தலைவர் sunrise_over_mountains Vote for DMK black_heart red_heart Vote for Rising Sun (DMK symbol) sunrise_over_mountains Udhayanidhi Stalin, Minister of Youth Welfare revolving_hearts Indian National Developmental Inclusive Alliance India All India Anna Dravida Munnetra Kazhagam National Eligibility cum Entrance Test",Opinionated
ஆட்சிக்கு வராமலே பொதுமக்களுக்கு இடையூறாக இருந்த மதுக்கடையை மூட முடிந்த நாம் தமிழரால் ஆட்சிக்கு வந்துவிட்டால் மது ஒழிப்பு 100% சாத்தியமே..!,Opinionated
Mr. ஏர்வாடி பேசறதையெல்லாம்... No Vote for BJP All India Anna Dravida Munnetra Kazhagam National Eligibility cum Entrance Test,Sarcastic
"Kyrgyzstan studio_microphone இன்னும் 05 ஏ நாளில் வெல்வோம் நாம் தமிழராய் - தலை நிமிர்வோம் - நாம் தமிழராய் - மைக் சின்னத்திலே நம்முடைய வாக்கு | அடைவோம் நம்முடைய இலக்கு studio_microphone Kyrgyzstan People or related to people்களின்_சின்னம்_மைக் Mic, the symbol representing the voice of the people studio_microphone studio_microphone studio_microphone studio_microphone studio_microphone studio_microphone studio_microphone studio_microphone studio_microphone",Opinionated
"திமுக எத்தகைய ஆட்சி ?என மக்கள் முடிவு எடுக்கட்டும் ! -திரு.எஸ்.ஷேக் தாவூத் All India Anna Dravida Munnetra Kazhagam Edappadi K. Palaniswami, Leader of AIADMK Edappadi K. Palaniswami Tamil Nadu, Indian State Tamil Nadu Politics Politics Edappadi K. Palaniswami MK Stalin, Chief Minister of Tamil Nadu MK Stalin, Chief Minister of Tamil Nadu Trending News DMK IT Wing",Opinionated
"BJP கூட்டணி தொடர்பான முக்கிய முடிவு.. சூடு பிடிக்கும் ADMK பொது செயலாளர்கள் கூட்டம் | Edappadi Full Video Link : All India Anna Dravida Munnetra Kazhagam Bharatiya Janata Party Edappadi K. Palaniswami, Leader of AIADMK Edappadi K. Palaniswami All India Anna Dravida Munnetra Kazhagam K. Annamalai, Tamil Nadu BJP President Bharatiya Janata Party Narendra Modi, Prime Minister of India",Opinionated
Hello joker sir உங்க Tamil (Short form for Tamil-related content)ிருட்டு_திமுக -வை கிழிக்க தயாராகிறது தமிழ்நாடு (எரியுதுடி மாலா -wig mandaiyan clown_face face_with_tears_of_joy face_with_tears_of_joy ) Dravida Munnetra Kazhagam fails Tamil Nadu Tamil Nadu Politics,Sarcastic
Part 2 என்னாச்சு,None of the above
"Ganapathi P Rajkumar கோவை மக்களின் நம்பிக்கை பெற்ற ஒரே மண்ணின் மைந்தன் திமுக வெற்றி வேட்பாளர் கணபதி ராஜ்குமார் Ganapathi P Rajkumar for Coimbatore Vote for DMK MK Stalin, Chief Minister of Tamil Nadu Dravida Munnetra Kazhagam (Political Party) Indian General Elections 2024 Udhayanidhi Stalin, Minister of Youth Welfare Ganapathi P Rajkumar",Opinionated
"திருவண்ணாமலையில் சீமான் பரப்புரை Seeman, leader of Naam Tamilar Katchi Mic, symbol of Naam Tamilar Katchi Naam Tamilar Katchi (Political Party) Tamil Nadu or Southாம்தமிழர் Naam Tamilar Katchi (We Tamils Party) Naam Tamilar Katchi",Opinionated
"முடியட்டும் Victory or Tamil Naduிடியா_ஆட்சி... மலரட்டும் Tamil (Short form for Tamil-related content)ாமரை ஆட்சி!! fire hundred_points K. Annamalai, Tamil Nadu BJP President Senthil Balaji, Minister in Tamil Nadu Enforcement Directorate Raid Lok Sabha Elections 2024 Enforcement Directorate Raid Dravida Munnetra Kazhagam fails Tamil Nadu Drug Mafia under DMK rule",Negative
"நோட்டுக்காக தன் வாக்கை விற்பவன், தன் நாட்டை பணத்திற்காக அந்நியனுக்கு காட்டி கொடுப்பவனுக்கு சமம்…!! Mic, the symbol representing the voice of the people Mic, symbol of Naam Tamilar Katchi People or related to people்களின்_சின்னம்_மைக் studio_microphone",Sarcastic
"தேர்தலில் தமிழக மக்கள் பாஜகவுக்கு டாடா காட்ட வேண்டும். - சீமான் பேச்சு. Politics or communityீமான்_சின்னம்_ஒலிவாங்கி Politics or communityீமான் Politics or communityீமான்VsOthers Seeman, political leader Tamil (Short form for Tamil-related content)ேர்தல்2024",Negative
"Breaking News | இதுவரை நடந்த இன்றைய நாள் முக்கிய நிகழ்வுகள் !! Prime Minister Narendra Modi | | Indian National Congress | | Rahul Gandhi, Indian National Congress leader | | | | | Seeman, leader of Naam Tamilar Katchi | | | Lok Sabha Elections 2024 |",Opinionated
"நரியின் கதை போல உள்ளது.! இ.பி.எஸ். VS அண்ணாமலை! Bharatiya Janata Party K. Annamalai, Tamil Nadu BJP President All India Anna Dravida Munnetra Kazhagam Edappadi K. Palaniswami Indian General Elections 2024 Election Campaign Activities Lok Sabha Election 2024 Tamil News Updates 24x7",Sarcastic
"அண்ணாமலை அதிமுக பேச்சு.. நெத்தியடி அடித்த ஈபிஎஸ் All India Anna Dravida Munnetra Kazhagam K. Annamalai, Tamil Nadu BJP President Election Campaign",Sarcastic
"பெண்களை காமக் கண்களோடு பார்ப்பதே திராவிட மாடல்Naam Tamilar Katchi Seeman, political leader Dravida Munnetra Kazhagam Bharatiya Janata Party Politics or communityீமானின்_சின்னம்_ஒலிவாங்கி_மைக் Mic, symbol of Naam Tamilar Katchi Tamil Naduிழ்நாட்டுக்கு_வேண்டாம்_அதிமுக_பிஜேபி_காங்கிரஸ்_திமுக Say No to AIADMK, BJP, Congress, DMK",Opinionated
தமிழின துரோகி.... திருடர் முன்னேற்ற கழகம்.... Tamil (Short form for Tamil-related content)ிருட்டு_திமுக Politics or communityாத்தானின்_ஆட்சி Tamil (Short form for Tamil-related content)ிருட்டு_திராவிடம் By-elections or Deputyிஸ்பரிதாபங்கள் Tamil (Short form for Tamil-related content)ிராவிடமாடல்பரிதாபங்கள் Dravida Munnetra Kazhagam fails Tamil Nadu Politics or communityாத்தான்_செத்தொழிந்தநாள்,Opinionated
"சீமான் பிரச்சாரம்! Tamil Nadu, Indian State Tamil News Updates Dravida Munnetra Kazhagam (Political Party) All India Anna Dravida Munnetra Kazhagam Latest News Update",Neutral
நாதகவின் அடுத்த வெற்றி தொகுதி ென்னை Tamil Nadu or Southாம்தமிழர்கட்சி_சின்னம்_ஒலிவாங்கி People or related to people்களின்_சின்னம்_மைக் People or related to people்களின்_சின்னம்_ஒலிவாங்கி,Opinionated
"வரலாறு தன்னைத் தானே சமன் செய்து கொள்ளும் இயல்புடையது. வெறுப்பை விதைத்து விளம்பரம் தேடும் வரலாற்றுப் பிழையைத் திருத்துவதற்கான அன்பின் தூதுவனாக ராகுலை தேர்வு செய்து அனுப்பி வைத்திருக்கிறது காலம்...போலி பிம்பத்தை வீழ்த்திய புன்னகைப் புயல்..! Rahul Gandhi, Congress leader Indian National Developmental Inclusive Alliance MK Stalin, Chief Minister of Tamil Nadu",Opinionated
"பாஜக மிரட்டலுக்கு பயப்படாத திமுக Dravida Munnetra Kazhagam fails Tamil Nadu Tamil Nadu, Indian State",Negative
"வேட்பாளர் அண்ணன் கே.சுப்பராயன் ஆகிய திமுக தலைமையிலான இந்தியா கூட்டணி வேட்பாளர்களை ஆதரித்து அவினாசி பழங்கரையில் தேர்தல் பிரச்சார பொதுக்கூட்டத்தில் இன்று மாலை சிறப்புரையாற்றுகிறார். MK Stalin, Chief Minister of Tamil Nadu Indian General Elections 2024 Tamil Nadu or Southீலகிரி ாசா Tamil Nadu or related to Tamilுகஸ்டாலின்",Opinionated
"அரக்கோணம் நாடாளுமன்ற வெற்றி வேட்பாளர் பேராசிரியர் அக்கா அப்சியா நஸ்ரின் அவர்களை ஆதரித்து எழுச்சியுரையாற்றிய அண்ணன் செந்தமிழன் சீமான்..! face_holding_back_tears fire smiling_face_with_halo studio_microphone Tamil Nadu or Southாம்_தமிழர்_கட்சி Tamil Nadu or Southாடாளுமன்றத்_தேர்தல்_2024 Tamil Naduிழ்நாடு Naam Tamilar Katchi (Political Party) Indian General Elections 2024 Seeman, leader of Naam Tamilar Katchi Speech by Seeman Mic, symbol of Naam Tamilar Katchi Naam Tamilar Katchi (Political Party)",Opinionated
"மோடியை ஒரு முறை பத்திரிக்கையை பார்க்க சொல்லுங்க Narendra Modi, Prime Minister of India | Bharatiya Janata Party | Seeman, leader of Naam Tamilar Katchi | Naam Tamilar Katchi (Political Party) | |",Sarcastic
"ஈரோடு தொகுதி நாடாளுமன்ற தேர்தல் வேட்பாளர் மருத்துவர்மு.கார்மேகன் வேட்பாளர் வரிசை எண் : 4 Mic, the symbol representing the voice of the people Seeman, political leader Seeman for Tamil Nadu Quotes from Seeman Ideologies of Seeman Tamil Nadu Politics NTK's Green Politics Naam Tamilar Katchi NTK for Tamil Nadu NTK for Change Naam Tamilar Katchi Naam Tamilar Katchi Tamil Nationalism",Negative
"நாம் தமிழர் கட்சி வட சென்னை நாடாளுமன்றத் தொகுதி வெற்றி வேட்பாளர் பெயர்: அமுதினி, BDS சின்னம்: ஒலிவாங்கி studio_microphone (Tamil Nadu or related to Tamilைக்) வரிசை எண்: 5 Politics or communityீமானின்_சின்னம்_ஒலிவாங்கி Mic, symbol of Naam Tamilar Katchi People or related to people்களின்_சின்னம்_மைக் Mic, the symbol representing the voice of the people",Sarcastic
"Allready உங்கோத்தா, உன் பொண்டாட்டி, உன் பொண்ணு மூனுபேரும் உள்ள போனதால அவங்க போகலாயாம்... beaming_face_with_smiling_eyes rolling_on_the_floor_laughing No vote to DMK Katchatheevu Island Issue Senthil Balaji, Minister in Tamil Nadu Drug Mafia under DMK rule Enforcement Directorate Raid Dravida Munnetra Kazhagam fails Tamil Nadu",Negative
செங்கல் சைக்கோ வாரிசு அமைச்சரை வெளுத்து வாங்கிய எடப்பாடியார் fire OK_hand flexed_biceps seedling Edappadi்பாடியார் Elections 2024 Dravida Munnetra Kazhagam fails Tamil Nadu,Sarcastic
அங்கதான் யாருமே இல்லையே அக்கா?? Dravida Munnetra Kazhagam fails Tamil Nadu,Negative
"மக்களாட்சிக்கு எதிரானவை மாற்றப்பட வேண்டும்... மக்கள் தொகை அடிப்படையில் நாடாளுமன்றத்தொகுதி பிரிக்கப்படக் கூடாது. நமது சின்னம் Voice or soundிவாங்கி (மைக்) People or related to people்களின்_சின்னம்_மைக் Mic, the symbol representing the voice of the people Say No to AIADMK, BJP, Congress, DMK",Opinionated
"மீண்டும் மீண்டும் திருடர்களை தேர்ந்தெடுத்த நீலகிரி தொகுதி மக்களே , இந்த முறை விவசாயி வேட்பாளர் அண்ணன் ஜெயக்குமார் அவர்களுக்கு வாய்ப்பு கொடுங்கள்..! Mic, voice of the people Mic, symbol of Naam Tamilar Katchi Indian General Elections 2024 Tamil Nadu or Southீலகிரி_பாராளுமன்றம் People or related to people்களின்_சின்னம்_மைக் studio_microphone",Sarcastic
"அரைகுறை ஆடையுடன் மக்களை மதி மயக்கும் ரெக்கார்ட் டான்ஸ் ஆட்டம் போடும் திராவிட கும்பலுக்கு மத்தியில், தமிழர்களின் வீரகலையான சிலம்பாட்டத்துடன் இன்றைய பரப்புரை.. ஏற்கனவே சித்திரை வெயில் சுட்டெரிக்கும் வேளையில் இந்த சிலம்பாட்டம் தீயாய் பற்றி எரிகிறது. People or related to people்களின்_சின்னம்_மைக்",Neutral
என்னது கழகம் துணை நிற்குமா ?,Negative
"’ராகுல் அவர்களே வருக! புதிய இந்தியாவுக்கு விடியல் தருக!’ கோவையில் முதல்வர் பரப்புரை! MK Stalin, Chief Minister of Tamil Nadu Rahul Gandhi, Congress leader Lok Sabha Elections 2024",Substantiated
"Breaking News | உதயநிதி வந்த ஹெலிகாப்டரில் சோதனை Udhayanidhi Stalin, Minister of Youth Welfare Tamil News Updates 24x7",Positive
"""பாஜகவுடன் அதிமுக கள்ளக்கூட்டணி வைத்துள்ளது - திமுக அறிக்கை"" - திமுக வெளியிட்ட பரபரப்பு அறிக்கை Elections 2024 Dravida Munnetra Kazhagam All India Anna Dravida Munnetra Kazhagam Bharatiya Janata Party Thanthi TV",Opinionated
"தேர்தல் பிரச்சாரத்தில் சிறப்பாக பேசும் தலைவர்கள் யார்? Elections 2024 MK Stalin, Chief Minister of Tamil Nadu Edappadi K. Palaniswami K. Annamalai, Tamil Nadu BJP President Seeman, political leader Naam Tamilar Katchi All India Anna Dravida Munnetra Kazhagam Dravida Munnetra Kazhagam Bharatiya Janata Party",Opinionated
"""தமிழ்நாட்டின் வளர்ச்சியை தடுப்பது யார் என மக்களுக்கு நன்றாக தெரியும்!"" - முதலமைச்சர் மு.க.ஸ்டாலின் MK Stalin, Chief Minister of Tamil Nadu Tamil Nadu, Indian State Elections 2024",Opinionated
"நாடு அண்ணன் திருமாவளவனுடையது ஆனால் 2 சீட்டுக்கு எவ்வளவு தடுமாற விடுகிறார்கள் . 1 பொதுத் தொகுதி கேட்டார் அதைக் கூட கொடுக்க முடியவில்லை அவர்களால் . அதிகாரத்தை அடுத்தவர்களிடம் கொடுத்துவிட்டு நாம் அடிமைகளாக இருக்கிறோம் என்பதை உணர்ந்து தெளியுங்கள் . Tamil or related contentிருஷ்ணகிரி -செந்தமிழன் சீமான் தலைமை ஒருங்கிணைப்பாளர் Politics or communityீமானின்_சின்னம்_ஒலிவாங்கி Mic, symbol of Naam Tamilar Katchi Elections 2024",Opinionated
தேர்தல் அலுவலகத்தில் அராஜகத்தில் ஈடுபட்ட விடியா அமைச்சர் Dravida Munnetra Kazhagam fails Tamil Nadu Breaking்றைவிரலால்_ஓங்கிஅடிப்போம் Tamil Naduிழர்_உரிமை_மீட்போம் Tamil Naduிழ்நாடு_காப்போம்,Neutral
"மாற்றம் தொடங்கிவிட்டது studio_microphone heart_suit People or related to people்களின்_சின்னம்_மைக் Mic, the symbol representing the voice of the people Politics or communityீமானின்_சின்னம்_ஓலிவாங்கி",Opinionated
மைக்க கையில் எடுங்கடா fire fire fire fire fire fire studio_microphone studio_microphone studio_microphone studio_microphone People or related to people்களின்_சின்னம்_மைக்,Opinionated
"பாஜகவினர் வந்தால், அவர்களிடம் இதுவரை என்ன செய்தீர்கள் என்று கேளுங்கள் - திமுக வேட்பாளர் கணபதி ராஜ்குமார் Bharatiya Janata Party | | News 18 Tamil Nadu",Opinionated
நான் தமிழகத்தை ஆதரிக்கிறேன். அப்ப நீங்க? Tamil (Short form for Tamil-related content)ிராவிடமாடல்பரிதாபங்கள் ஒன்றியம் என்பதற்கு கொடுத்த மரண அடி வடநாட்டானுடன் வடை சுட தயாராக Tamil (Short form for Tamil-related content)ிராவிடமாடல்,Opinionated
"எடப்பாடியாரின் ஒப்புதல் இல்லாமல் CAA வருவதற்கு ஓ.பன்னீர் செல்வம் மகன் தான் ஆதரவு தெரிவித்தார் , இரட்டை தலைமை இருந்த போது எடப்பாடியாரிடம் ஆலோசனை செய்யாமல் ஒபிஎஸ் எடுத்த முடிவு - முன்னாள் அமைச்சர் ஓ.எஸ். மணியன் Sun News Tamil Channel | Elections 2024 | All India Anna Dravida Munnetra Kazhagam |",Negative
திருநெல்வேலி மக்களவைத் தொகுதி - ஓர் அறிமுகம் Lok Sabha Elections 2024 Indian General Elections 2024 Indian National Congress All India Anna Dravida Munnetra Kazhagam Bharatiya Janata Party Naam Tamilar Katchi Tamil Nadu Politics Parliament News,Negative
இதே போல் ்தியாவில் எங்கும் நடக்குமா?? இது ்சி அல்ல Naam Tamilar Katchi குடும்பம் Tamil (Short form for Tamil-related content)ூத்துக்குடி Tamil Nadu or Southாடாளுமன்ற வெற்றி வேட்பாளர் Dr. ஜா. ொவினா ரூத் ஜேன் அவர்களின் அகவை தின நிகழ்வு Tamil (Short form for Tamil-related content)ிருவைகுண்டம் பசும்பொன்.ஐயா தேவர் திருமகனார் சிலை முன்பு சிறப்பாக கொண்டாடப்பட்டது.. உடன் தொகுதி உறவுகள் revolving_hearts studio_microphone,Sarcastic
"தமிழ்நாட்டுக்கு தண்ணீர் தர மறுக்கும் கர்நாடக காங்கிரசை நாம் எதிர்ப்பது போல நடிக்கணும் - திமுக Dravida Munnetra Kazhagam fails Tamil Nadu People or related to people்களின்_சின்னம்_மைக் Mic, the symbol representing the voice of the people",Opinionated
"சீமானின் வளர்ச்சியை கண்டு அச்சப்படும் எடப்பாடி பழனிச்சாமி! | Ravindran Duraisamy Exclusive Link : Seeman, political leader Lok Sabha Election 2024 Edappadi K. Palaniswami Ideologies of Seeman Speech by Seeman Seeman, political leader Bharatiya Janata Party MK Stalin, Chief Minister of Tamil Nadu All India Anna Dravida Munnetra Kazhagam Edappadi K. Palaniswami O. Panneerselvam, AIADMK Leader Dravida Munnetra Kazhagam Naam Tamilar Katchi",Substantiated
₹752 கோடி போச்சா சோனமுத்தா rolling_on_the_floor_laughing rolling_on_the_floor_laughing Politics or communityோனியா - ாகுல்காந்தி கதறல் rolling_on_the_floor_laughing rolling_on_the_floor_laughing Victory or Tamil Naduிடியாஅரசு Dravida Munnetra Kazhagam fails Tamil Nadu DMK Fails Tamil (Short form for Tamil-related content)ிமுக,Sarcastic
மோடி தமிழ்நாட்டிற்கு என்ன செஞ்சாரு ? ஏழை எளிய மக்களுக்கும் தரமான மருத்துவ சிகிச்சைக்காக ஆயுஷ்மான் பாரத் திட்டம் Dravida Munnetra Kazhagam fails Tamil Nadu Annamalai for Coimbatore,Opinionated
"அதிமுக பொதுச்செயலாளர் செய்தியாளர் சந்திப்பு | ADMK | Edappadi | Pressmeet | NewsJ All India Anna Dravida Munnetra Kazhagam Edappadi K. Palaniswami Edappadi K. Palaniswami, Leader of AIADMK Edappadi K. Palaniswami Tamil News",Positive
"“எங்கள் வரிப்பணத்தில் கொடுக்கும் மகளிர் உதவித் தொகையை பெற எதற்கு தகுதி?” - சீமான் கேள்வி studio_microphone நமது சின்னம் ஒலிவாங்கி studio_microphone People or related to people்களின்_சின்னம்_மைக் Mic, the symbol representing the voice of the people Elections 2024 | Election Campaign Activities | Seeman, leader of Naam Tamilar Katchi | | Naam Tamilar Katchi (Political Party)",Negative
"நடுத்தர-ஏழை மக்களின் எதிரி பாஜகவை ஆட்சியில் இருந்து அகற்றுவோம்! நாற்பதும் நமதே! நாடும் நமதே! India Sri (prefix of respect)்டாலின்குரல் two_hearts Chief Minister MK Stalin sparkling_heart ்தலைவர் sunrise_over_mountains Vote for DMK black_heart red_heart Vote for Rising Sun (DMK symbol) sunrise_over_mountains Udhayanidhi Stalin, Minister of Youth Welfare revolving_hearts Indian National Developmental Inclusive Alliance India All India Anna Dravida Munnetra Kazhagam National Eligibility cum Entrance Test No Vote for BJP",Opinionated
"விளைநிலங்களை பறி போகுதே! ஜக்கம்மாவே சொன்னாலும்! மக்களே சிந்திச்சு பாத்து செய்கைய மாத்து இனிமேலாவது திருந்திக்கோ நாட்ட காப்பாத்த நினைச்சயினா இனி நாம் தமிழரோடு சேர்ந்துகோ இழக்காதே உரிமையை இழக்காதே நிலங்களை இழக்காதே மறக்காதே மைக்க மறக்காதே! People or related to people்களின்_சின்னம்_மைக் Mic, the symbol representing the voice of the people",Opinionated
மணிப்பூர் பெண்கள் பிரச்சனை பற்றி பேசுவதற்கு முன் தமிழகத்தில் எங்களுக்கு என்ன பாதுகாப்பு என தென்காசி மாவட்ட ஊராட்சி மன்ற குழு தலைவி கேள்வி எழுப்பியதால் திமுக மாவட்ட செயலாளர் மற்றும் முக்கிய நிர்வாகிகள் அந்தப் பெண்ணை சுத்தி வளைக்கும் கோஷம் போட்டனர் Tamil (Short form for Tamil-related content)ிராவிடமாடல்பரிதாபங்கள்,Opinionated
"கட்சி மாறிய 19 Ex.MLA க்கள், ஸ்டாலினுக்கு முத்தம், TR பாலுவின் கணக்கு | Fine Time Media K. Annamalai, Tamil Nadu BJP President MK Stalin, Chief Minister of Tamil Nadu Dravida Munnetra Kazhagam Bharatiya Janata Party Edappadi K. Palaniswami, Leader of AIADMK All India Anna Dravida Munnetra Kazhagam Pattali Makkal Katchi Narendra Modi, Prime Minister of India",Opinionated
"கோவைக்கு வரவேண்டிய பெரும் தொழில்திட்டத்தை மிரட்டி குஜராத்துக்கு அனுப்பியது பா.ஜ.க: முதல்வர் Dravida Munnetra Kazhagam MK Stalin, Chief Minister of Tamil Nadu",Positive
"கருத்து கணிப்புக்கு வலுசேர்க்கிறது. தமிழ்நாட்டில் அதிகம் பதிவிறக்கம் செய்யப்பட்ட வேட்பாளரின் AFFIDAVIT,நாம் தமிழரின் அக்கா கார்த்திகா உடையது 237,019 Downloads நாகை வெற்றி உறுதி",Opinionated
"""திமுக மற்றும் அதிமுகவின் ஓட்டு அரசியலை அன்றே போட்டு உடைத்த ராமசாமி நாயக்கர்"" fire fire fire Dravida Munnetra Kazhagam fails Tamil Nadu Edappadi K. Palaniswami MK Stalin, Chief Minister of Tamil Nadu Lok Sabha Elections 2024 K. Annamalai, Tamil Nadu BJP President Annamalai for Coimbatore",Opinionated
"பாமக விசிக செய்த பிழை திராவிட கட்சிகளோடு கூட்டணி வைத்தது தான்! Pattali Makkal Katchi Naam Tamilar Katchi (Political Party) Seeman, leader of Naam Tamilar Katchi Tamil News Updates",Opinionated
நமக்காக உழைப்பவர் நம்ம வெற்றி வேட்பாளர் அண்ணன் ச.முரசொலி அவர்களுக்கு உதயசூரியன் சின்னத்தில் வாக்களிப்பீர் black_heart red_heart Tamil Nadu or related to Tamilுரசொலி_இன்றைய_செய்தி_நாளைய_வரலாறு Vote for DMK Victory or Tamil Naduாக்களிப்பீர்_உதயசூரியன் DMK,Opinionated
"Politics or communityீமானின்_சின்னம்_ஒலிவாங்கி Seeman, leader of Naam Tamilar Katchi Seeman in 2024 elections Seeman for Tamil Nadu Seeman's Political Ideology Politics or communityீமானிசம் People or related to people்கள்-தலைவன்-சீமான் ""நான் நாடாளுமன்றத்துக்கு சென்றால் என்னுடைய முதல் குரல்..!"" - நாம் தமிழர் கார்த்திகா அதிரடி | PTD via",Neutral
திமுக அதிகார ஆணவத்தில் மிதந்து கொண்டிருக்கிறது - பிரதமர் நரேந்திர மோடி Prime Minister Narendra Modi Dravida Munnetra Kazhagam fails Tamil Nadu Dravida Munnetra Kazhagam (Political Party),Opinionated
"மாற்றத்தை விரும்பும், ஊழலை ஒழிக்க விரும்பும் எவரும் நாம் தமிழரை ஆதரிப்பார்கள். Tamil Nadu or related to Tamilைக் People or related to people்களின்_சின்னம்_மைக் Victory or Tamil Naduிஜய் Tamil Nadu or Southாம்தமிழர்",Positive
red_circle தற்போது நேரலையில்..! திண்டுக்கல் நாடாளுமன்றத் தொகுதி வெற்றி வேட்பாளர் மருத்துவர் கயிலை ராஜன் அவர்களை ஆதரித்து இன்று (01-04-2024) ஆயக்குடி ஜின்னா கடை எதிரில் பரப்புரை Ourுசின்னம்_ஒலிவாங்கி,Neutral
"சீமான் கண் சிவக்க கடைசியாக சொன்ன ஒரு வார்த்தை... ஆக்ரோஷமாக சீறிய தம்பிகள் Seeman, leader of Naam Tamilar Katchi | Naam Tamilar Katchi (Political Party) | Lok Sabha Elections 2024",Opinionated
என்னா... குமுதா மூஞ்சு எல்லாம் பல பலனு இருக்கு... 1000ரூ காசு வந்துச்சா Dravida Munnetra Kazhagam fails Tamil Nadu,Sarcastic
"நாம் தமிழர் கட்சி ஆட்சிக்கு வந்தால் மீனவர்களுக்கு அரசு சம்பளம்.. தூத்துக்குடியில் சீமான் பேச்சு Seeman, leader of Naam Tamilar Katchi Naam Tamilar Katchi (We Tamils Party) Politics or communityீமானின்_சின்னம்_ஒலிவாங்கி",Opinionated
"மதுரை மக்களவை தொகுதியில் சீமான் பிரச்சாரம்! Naam Tamilar Katchi (Political Party) Seeman, leader of Naam Tamilar Katchi Naam Tamilar Katchi (We Tamils Party) Indian General Elections 2024 Election Campaign Activities Lok Sabha Election 2024 Tamil News Updates 24x7",Neutral
திராவிட மாடல் முதலமைச்சர் திரு அவர்களை வரவேற்ற செயல் வீரர்களின் கூட்டம்! நாடு முழுவதும் திராவிட மாடலை பரவச் செய்யும் இந்தியாவின் நம்பிக்கை ஒளி அவர்களை வரவேற்ற அன்பால் சேர்ந்த கூட்டம்! Vote for India Vote for DMK,Positive
"“ரூ.500 கோடி, 10 சீட் கிடைத்திருக்கும்” - தேனியில் சீமான் பிரச்சாரம் | Elections 2024 | | Seeman, political leader | Naam Tamilar Katchi (We Tamils Party) |",Substantiated
"திருவண்ணாமலை தொகுதி நாடாளுமன்ற தேர்தல் வேட்பாளர் DR ரா.ரமேஷ்பாபு வேட்பாளர் வரிசை எண் : 11 Mic, the symbol representing the voice of the people Seeman, political leader Seeman for Tamil Nadu Quotes from Seeman Ideologies of Seeman Tamil Nadu Politics NTK's Green Politics Naam Tamilar Katchi NTK for Tamil Nadu NTK for Change Naam Tamilar Katchi Naam Tamilar Katchi Tamil Nationalism",Substantiated
திருவண்ணாமலை பாராளுமன்ற தொகுதி வேட்பாளர்கள். Dravida Munnetra Kazhagam fails Tamil Nadu,Positive
